wishlistId,productId
382f8ac9-7ded-418b-8d3c-e6680080956a,9dd3fa57-6473-4ff6-9f9e-2c6824c8c260
382f8ac9-7ded-418b-8d3c-e6680080956a,f6b4a8de-62d0-4d49-8433-8c47e9448c68
382f8ac9-7ded-418b-8d3c-e6680080956a,61d868f6-43c2-4bca-a33d-4eff3a4fb097
41a1ecb0-d325-43a0-9289-a4fb9250166c,dbbb710f-7d10-4704-91ca-86b9cb893334
41a1ecb0-d325-43a0-9289-a4fb9250166c,988f10c3-27bd-464f-a465-23c50d91e2d9
41a1ecb0-d325-43a0-9289-a4fb9250166c,ed673a71-3f27-442e-a8c4-6a55011ac3e5
eeac4a7b-41fa-41ef-8749-b9619ae3622c,8292fb6e-e462-4efa-8541-aa2e0f04a030
eeac4a7b-41fa-41ef-8749-b9619ae3622c,f033586d-f7ab-4170-899e-25cc3cb300cd
eeac4a7b-41fa-41ef-8749-b9619ae3622c,2b6f5046-9b25-4174-a68e-718a005364e3
eeac4a7b-41fa-41ef-8749-b9619ae3622c,3c974f79-455d-47cd-9d0a-e61f8a6e2b5a
1b665e9d-4c59-4f19-b238-45ffa422d995,f7afd3d5-f595-4923-8609-a7a597914da3
1b665e9d-4c59-4f19-b238-45ffa422d995,4849d0d9-9c42-48f8-b89b-05d93024bd0b
1b665e9d-4c59-4f19-b238-45ffa422d995,f6b4a8de-62d0-4d49-8433-8c47e9448c68
1b665e9d-4c59-4f19-b238-45ffa422d995,f4cec095-697c-4fe9-b067-0e5a0c3b7b9d
1b665e9d-4c59-4f19-b238-45ffa422d995,53993f68-d2b0-40a6-ad36-13075e1c4e9f
1b665e9d-4c59-4f19-b238-45ffa422d995,88aead94-42f6-4f0b-b998-bd1dd02907ca
5c147f9b-09a2-40a4-9bd8-5c30908faefe,f4cec095-697c-4fe9-b067-0e5a0c3b7b9d
5c147f9b-09a2-40a4-9bd8-5c30908faefe,698d7b76-1a43-41d2-89df-4199c4e8ad70
5c147f9b-09a2-40a4-9bd8-5c30908faefe,8382c2df-10df-4f94-9c49-cc15004b8f1b
e3d280eb-b0d4-4318-8b50-84d8afe44757,bfab9943-f6bf-41b6-abe3-cf355418410b
e3d280eb-b0d4-4318-8b50-84d8afe44757,61d868f6-43c2-4bca-a33d-4eff3a4fb097
e3d280eb-b0d4-4318-8b50-84d8afe44757,90a9e14a-1f65-4aff-a859-76baa86ea5b3
6c692228-77fa-480d-b7db-314f6cb94390,0c39abc0-9177-4a13-aa24-5a2ea6588cb5
6c692228-77fa-480d-b7db-314f6cb94390,973bb928-ed46-48f0-b093-d42379fada1d
6c692228-77fa-480d-b7db-314f6cb94390,14d413b9-38bd-451e-ac90-eb0d5563dcbe
6c692228-77fa-480d-b7db-314f6cb94390,1880a50a-53c2-4765-8d5d-f260c68da57b
a0c9f18b-09a5-4c07-a8a1-465b1b327bd1,6153f3ec-ee5d-4b35-8477-54eed8e9d0b3
a0c9f18b-09a5-4c07-a8a1-465b1b327bd1,b1aea33f-c70b-4bb3-ac66-7ba963aab2d1
a0c9f18b-09a5-4c07-a8a1-465b1b327bd1,5369328c-d9e8-446a-bde3-a0ec7c79627a
a0c9f18b-09a5-4c07-a8a1-465b1b327bd1,2d15d640-04c0-4c3c-9f18-a95f04a88d64
a0c9f18b-09a5-4c07-a8a1-465b1b327bd1,b76c0480-a3a5-435e-bec7-461fcb4f84e3
a0c9f18b-09a5-4c07-a8a1-465b1b327bd1,f7afd3d5-f595-4923-8609-a7a597914da3
a0c9f18b-09a5-4c07-a8a1-465b1b327bd1,fcc07b49-811d-48d8-8106-5df71cfc523c
a0c9f18b-09a5-4c07-a8a1-465b1b327bd1,31d1fa3d-74db-44df-801a-c67298c5c5bb
a0c9f18b-09a5-4c07-a8a1-465b1b327bd1,8f34d4de-798d-4fcf-a844-5238cea9f2ea
882a72f3-13dd-4e04-83c5-c4be3d61f9c4,f715ef9b-5f5d-4433-9633-798abb23c19a
882a72f3-13dd-4e04-83c5-c4be3d61f9c4,73e594a4-39e1-4cfa-b6b5-299e9f45befd
882a72f3-13dd-4e04-83c5-c4be3d61f9c4,b1aea33f-c70b-4bb3-ac66-7ba963aab2d1
882a72f3-13dd-4e04-83c5-c4be3d61f9c4,d0ccf8cb-1830-4252-8269-d62dc4b9ccb7
882a72f3-13dd-4e04-83c5-c4be3d61f9c4,dbbb710f-7d10-4704-91ca-86b9cb893334
882a72f3-13dd-4e04-83c5-c4be3d61f9c4,cbf399dc-085d-4ef1-beeb-740052444541
882a72f3-13dd-4e04-83c5-c4be3d61f9c4,7850c2ac-abe3-4747-a59a-3f6721792939
882a72f3-13dd-4e04-83c5-c4be3d61f9c4,7b165a7e-a5ef-48ad-99a6-2f86a26feaf5
78b06531-8905-4dde-9c6c-d5362996f28e,f033586d-f7ab-4170-899e-25cc3cb300cd
78b06531-8905-4dde-9c6c-d5362996f28e,c44969e1-8660-4e52-be78-176fd6fa0656
78b06531-8905-4dde-9c6c-d5362996f28e,a02044a3-ad8d-49c2-8c9b-ffb673646b40
78b06531-8905-4dde-9c6c-d5362996f28e,abdaf101-9e5c-49d1-a56a-b15d346f734f
78b06531-8905-4dde-9c6c-d5362996f28e,27718268-0ec6-4920-b76c-57c48dabf9a2
34063ac2-0419-4de1-a560-fc1d3b2a1699,bab5bb4a-2ec0-4623-8395-dbde70ff39c3
34063ac2-0419-4de1-a560-fc1d3b2a1699,363ef7bf-30e4-49fc-b0a3-c1e957ed8e46
34063ac2-0419-4de1-a560-fc1d3b2a1699,14028d7c-80a0-4a4a-92d6-490e0773a40e
34063ac2-0419-4de1-a560-fc1d3b2a1699,60d5206f-c108-4486-88c2-36042c81851c
34063ac2-0419-4de1-a560-fc1d3b2a1699,e64d0e13-600a-41fb-8ba3-3900e982b99e
34063ac2-0419-4de1-a560-fc1d3b2a1699,52cf3832-cc29-4a5d-9b48-f5b1480af5c9
34063ac2-0419-4de1-a560-fc1d3b2a1699,08233bca-8504-454f-a3e5-d28fa111ef7f
e47cd5a1-18fa-4d28-9602-df880f12f189,938f13bb-7a3d-4850-86b8-6abd45e3d509
e47cd5a1-18fa-4d28-9602-df880f12f189,c6358634-ea53-4d52-b585-39607e6c0f46
e47cd5a1-18fa-4d28-9602-df880f12f189,5d21817d-bd8d-4c3a-8e30-a6951fa70803
e47cd5a1-18fa-4d28-9602-df880f12f189,950ec00d-1b5e-4dca-8db1-91fa1187b29e
e47cd5a1-18fa-4d28-9602-df880f12f189,9a190be6-d118-4bb7-9667-f52bba6bcda2
69e3dc87-ae74-4904-93f2-66e53d63215b,7f0760fb-ebcc-49c7-8e15-872799480248
69e3dc87-ae74-4904-93f2-66e53d63215b,eecaef18-52b0-4cb5-8995-d3cc441d5ddc
69e3dc87-ae74-4904-93f2-66e53d63215b,8382c2df-10df-4f94-9c49-cc15004b8f1b
69e3dc87-ae74-4904-93f2-66e53d63215b,1c8d8cde-2da7-44f4-9fa6-88d11db03e19
69e3dc87-ae74-4904-93f2-66e53d63215b,eb6d18a0-a72b-4953-a07f-53016ae561fd
69e3dc87-ae74-4904-93f2-66e53d63215b,363ef7bf-30e4-49fc-b0a3-c1e957ed8e46
69e3dc87-ae74-4904-93f2-66e53d63215b,14d413b9-38bd-451e-ac90-eb0d5563dcbe
69e3dc87-ae74-4904-93f2-66e53d63215b,3c974f79-455d-47cd-9d0a-e61f8a6e2b5a
7086b4ba-3b67-415b-ac8f-05c6f3238bd2,7f0760fb-ebcc-49c7-8e15-872799480248
7086b4ba-3b67-415b-ac8f-05c6f3238bd2,d3921b15-c8d4-4c94-b19f-fc83beb42514
7086b4ba-3b67-415b-ac8f-05c6f3238bd2,97910842-c7ba-4f9a-a2cd-c31dd85b2e77
7086b4ba-3b67-415b-ac8f-05c6f3238bd2,d74357eb-88b0-49dc-afda-9187582b2d60
7086b4ba-3b67-415b-ac8f-05c6f3238bd2,f6a03f62-b489-4f2d-a650-3cbd9de1104a
7086b4ba-3b67-415b-ac8f-05c6f3238bd2,06772580-6ae0-470b-8569-35ff1ee023a6
7086b4ba-3b67-415b-ac8f-05c6f3238bd2,aaec88da-bf5c-4215-957e-5cbb3af02199
7086b4ba-3b67-415b-ac8f-05c6f3238bd2,93e2037d-1605-4db8-b1e9-0e23084a8e9c
7086b4ba-3b67-415b-ac8f-05c6f3238bd2,847e598e-4dca-4062-bdb8-2261a7409cd8
7086b4ba-3b67-415b-ac8f-05c6f3238bd2,f013dc6e-c11b-46dd-9e14-2641ead86304
83566acf-19bc-46d1-b79e-2292744aea09,3b5cfd48-389a-4640-9714-2a6008bdb590
83566acf-19bc-46d1-b79e-2292744aea09,08f4417c-d32e-432c-ad30-9f1b516520a3
83566acf-19bc-46d1-b79e-2292744aea09,7f0760fb-ebcc-49c7-8e15-872799480248
83566acf-19bc-46d1-b79e-2292744aea09,a6bbcd06-20b8-4a3d-9da9-40edf0bb4773
83566acf-19bc-46d1-b79e-2292744aea09,5b6409a6-07f4-4954-abbe-c592e0aa2d08
83566acf-19bc-46d1-b79e-2292744aea09,8e93c4c9-3182-4c61-96da-36cd10ed3f77
83566acf-19bc-46d1-b79e-2292744aea09,f6b4a8de-62d0-4d49-8433-8c47e9448c68
35bdf704-007b-4937-8db9-0b72d4371949,ed673a71-3f27-442e-a8c4-6a55011ac3e5
35bdf704-007b-4937-8db9-0b72d4371949,9dd3fa57-6473-4ff6-9f9e-2c6824c8c260
35bdf704-007b-4937-8db9-0b72d4371949,0c68ff00-91ea-4a61-9720-5cd4b7205d82
35bdf704-007b-4937-8db9-0b72d4371949,cdeacc4a-ab67-466c-a5fd-f2e08cdf7e69
8cdaef03-e5c8-4b8f-9a04-ac4fd5f24d99,124ae4d8-ddf8-4d9e-9f8e-ee457c3156f7
8cdaef03-e5c8-4b8f-9a04-ac4fd5f24d99,27718268-0ec6-4920-b76c-57c48dabf9a2
8cdaef03-e5c8-4b8f-9a04-ac4fd5f24d99,8e93c4c9-3182-4c61-96da-36cd10ed3f77
8cdaef03-e5c8-4b8f-9a04-ac4fd5f24d99,1abaca49-17dd-435e-841f-28f0c4b9523e
8cdaef03-e5c8-4b8f-9a04-ac4fd5f24d99,ca033b73-05f5-4fa9-9348-dba821498f34
8cdaef03-e5c8-4b8f-9a04-ac4fd5f24d99,a6bbcd06-20b8-4a3d-9da9-40edf0bb4773
8cdaef03-e5c8-4b8f-9a04-ac4fd5f24d99,31d1fa3d-74db-44df-801a-c67298c5c5bb
8cdaef03-e5c8-4b8f-9a04-ac4fd5f24d99,77d0b75b-8c87-48c5-abcd-935d624050e8
f0e22c2d-31b0-4656-9371-eb8302bf495a,14d413b9-38bd-451e-ac90-eb0d5563dcbe
f0e22c2d-31b0-4656-9371-eb8302bf495a,f6a25213-23ae-4e96-9c43-e9f54444eef9
f0e22c2d-31b0-4656-9371-eb8302bf495a,1880a50a-53c2-4765-8d5d-f260c68da57b
f0e22c2d-31b0-4656-9371-eb8302bf495a,3810feac-292b-4968-96a8-905a8965e4b0
f0e22c2d-31b0-4656-9371-eb8302bf495a,3d87c73c-2648-4298-a151-d082a53aaf4f
f0e22c2d-31b0-4656-9371-eb8302bf495a,0c39abc0-9177-4a13-aa24-5a2ea6588cb5
f0e22c2d-31b0-4656-9371-eb8302bf495a,7b165a7e-a5ef-48ad-99a6-2f86a26feaf5
f0e22c2d-31b0-4656-9371-eb8302bf495a,078cb6b1-48fb-4d04-8198-02b2a4ba479e
f0e22c2d-31b0-4656-9371-eb8302bf495a,abdaf101-9e5c-49d1-a56a-b15d346f734f
f0e22c2d-31b0-4656-9371-eb8302bf495a,698d7b76-1a43-41d2-89df-4199c4e8ad70
e5b1467e-4240-44d4-af19-1c583b9a40a7,93cd6aef-ebe1-4daf-9e22-3ee12618adc3
